Campaign,Ad group,Keyword,Match type,Status,Final URL
AF_Search_Engines_HighIntent,Toyota Corolla Engine,corolla 2009 engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=corolla+2009+engine
AF_Search_Engines_HighIntent,Toyota Corolla Engine,corolla 2010 engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=corolla+2010+engine
AF_Search_Engines_HighIntent,Toyota Corolla Engine,corolla 2011 engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=corolla+2011+engine
AF_Search_Engines_HighIntent,Toyota Corolla Engine,corolla 2012 engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=corolla+2012+engine
AF_Search_Engines_HighIntent,Toyota Corolla Engine,toyota corolla engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=toyota+corolla+engine
AF_Search_Engines_HighIntent,Toyota Corolla Engine,toyota corolla engine for sale,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=toyota+corolla+engine+for+sale
AF_Search_Engines_HighIntent,Toyota Corolla Engine,corolla engine with gearbox,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=corolla+engine+with+gearbox
AF_Search_Engines_HighIntent,Toyota Corolla Engine,corolla 1zr engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=corolla+1zr+engine
AF_Search_Engines_HighIntent,Toyota Corolla Engine,moteur corolla 2009,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=moteur+corolla+2009
AF_Search_Engines_HighIntent,Toyota Corolla Engine,moteur corolla 2010,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=moteur+corolla+2010
AF_Search_Engines_HighIntent,Toyota Corolla Engine,moteur toyota corolla,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_corolla_engine&utm_term=moteur+toyota+corolla
AF_Search_Engines_HighIntent,Toyota Camry Engine,camry 2007 engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_camry_engine&utm_term=camry+2007+engine
AF_Search_Engines_HighIntent,Toyota Camry Engine,camry 2008 engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_camry_engine&utm_term=camry+2008+engine
AF_Search_Engines_HighIntent,Toyota Camry Engine,camry 2009 engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_camry_engine&utm_term=camry+2009+engine
AF_Search_Engines_HighIntent,Toyota Camry Engine,toyota camry engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_camry_engine&utm_term=toyota+camry+engine
AF_Search_Engines_HighIntent,Toyota Camry Engine,camry engine with gearbox,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_camry_engine&utm_term=camry+engine+with+gearbox
AF_Search_Engines_HighIntent,Toyota Camry Engine,1az camry engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_camry_engine&utm_term=1az+camry+engine
AF_Search_Engines_HighIntent,Toyota Camry Engine,2az camry engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_camry_engine&utm_term=2az+camry+engine
AF_Search_Engines_HighIntent,Toyota Camry Engine,moteur toyota camry,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_camry_engine&utm_term=moteur+toyota+camry
AF_Search_Engines_HighIntent,Toyota Vitz Yaris Engine,toyota vitz engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_vitz_yaris_engine&utm_term=toyota+vitz+engine
AF_Search_Engines_HighIntent,Toyota Vitz Yaris Engine,vitz engine for sale,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_vitz_yaris_engine&utm_term=vitz+engine+for+sale
AF_Search_Engines_HighIntent,Toyota Vitz Yaris Engine,toyota yaris engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_vitz_yaris_engine&utm_term=toyota+yaris+engine
AF_Search_Engines_HighIntent,Toyota Vitz Yaris Engine,1nz engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_vitz_yaris_engine&utm_term=1nz+engine
AF_Search_Engines_HighIntent,Toyota Vitz Yaris Engine,2nz engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_vitz_yaris_engine&utm_term=2nz+engine
AF_Search_Engines_HighIntent,Toyota Vitz Yaris Engine,moteur toyota yaris,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=toyota_vitz_yaris_engine&utm_term=moteur+toyota+yaris
AF_Search_Engines_HighIntent,Hyundai Kia Engine,hyundai ix35 engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=hyundai_kia_engine&utm_term=hyundai+ix35+engine
AF_Search_Engines_HighIntent,Hyundai Kia Engine,hyundai tucson engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=hyundai_kia_engine&utm_term=hyundai+tucson+engine
AF_Search_Engines_HighIntent,Hyundai Kia Engine,kia sportage engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=hyundai_kia_engine&utm_term=kia+sportage+engine
AF_Search_Engines_HighIntent,Hyundai Kia Engine,g4na engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=hyundai_kia_engine&utm_term=g4na+engine
AF_Search_Engines_HighIntent,Hyundai Kia Engine,g4kd engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=hyundai_kia_engine&utm_term=g4kd+engine
AF_Search_Engines_HighIntent,Hyundai Kia Engine,g4fg engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=hyundai_kia_engine&utm_term=g4fg+engine
AF_Search_Engines_HighIntent,Hyundai Kia Engine,moteur hyundai tucson,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=hyundai_kia_engine&utm_term=moteur+hyundai+tucson
AF_Search_Engines_HighIntent,Hyundai Kia Engine,moteur kia sportage,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=hyundai_kia_engine&utm_term=moteur+kia+sportage
AF_Search_Engines_HighIntent,Nissan Honda Engine,nissan tiida engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=nissan+tiida+engine
AF_Search_Engines_HighIntent,Nissan Honda Engine,nissan x trail engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=nissan+x+trail+engine
AF_Search_Engines_HighIntent,Nissan Honda Engine,nissan qashqai engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=nissan+qashqai+engine
AF_Search_Engines_HighIntent,Nissan Honda Engine,hr16de engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=hr16de+engine
AF_Search_Engines_HighIntent,Nissan Honda Engine,qr25de engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=qr25de+engine
AF_Search_Engines_HighIntent,Nissan Honda Engine,honda crv engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=honda+crv+engine
AF_Search_Engines_HighIntent,Nissan Honda Engine,honda accord engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=honda+accord+engine
AF_Search_Engines_HighIntent,Nissan Honda Engine,k24 engine,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=k24+engine
AF_Search_Engines_HighIntent,Nissan Honda Engine,moteur nissan qashqai,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=moteur+nissan+qashqai
AF_Search_Engines_HighIntent,Nissan Honda Engine,moteur honda crv,Phrase,Paused,https://asia-power.com/engines/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_engines_highintent&utm_content=nissan_honda_engine&utm_term=moteur+honda+crv
AF_Search_Gearboxes_HighIntent,Toyota Gearbox,corolla gearbox,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=toyota_gearbox&utm_term=corolla+gearbox
AF_Search_Gearboxes_HighIntent,Toyota Gearbox,corolla 2009 gearbox,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=toyota_gearbox&utm_term=corolla+2009+gearbox
AF_Search_Gearboxes_HighIntent,Toyota Gearbox,corolla 2010 gearbox,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=toyota_gearbox&utm_term=corolla+2010+gearbox
AF_Search_Gearboxes_HighIntent,Toyota Gearbox,toyota corolla gearbox,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=toyota_gearbox&utm_term=toyota+corolla+gearbox
AF_Search_Gearboxes_HighIntent,Toyota Gearbox,camry gearbox,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=toyota_gearbox&utm_term=camry+gearbox
AF_Search_Gearboxes_HighIntent,Toyota Gearbox,toyota camry gearbox,Phrase,Paused,https://asia-power.com/gearboxes/?utm_source=google&utm_medium=cpc&utm_campaign=af_search_gearboxes_highintent&utm_content=toyota_gearbox&utm_term=toyota+camry+gearbox
